stat_family,feature,category,in_train_schema,in_live_emit,in_replay_emit,in_replay_plus_emit,live_pop_pct,replay_pop_pct,replay_plus_pop_pct,live_minus_replay_gap_pct,imputed_parent
total_bases,pct_switch,other,False,True,True,True,0.0,0.0,0.0,0.0,
total_bases,projected_lhh_count,other,False,True,True,True,0.0,0.0,0.0,0.0,
total_bases,projected_rhh_count,other,False,True,True,True,0.0,0.0,0.0,0.0,
total_bases,projected_switch_count,other,False,True,True,True,0.0,0.0,0.0,0.0,
runs,away_avg,other,True,True,True,True,0.0,0.0,0.0,0.0,
runs,batter_hand_is_imputed,batter_handedness,True,True,True,True,100.0,100.0,100.0,0.0,
runs,batter_is_lhh,batter_handedness,True,True,True,True,0.0,0.0,0.0,0.0,batter_hand_is_imputed
runs,batter_is_rhh,batter_handedness,True,True,True,True,0.0,0.0,0.0,0.0,batter_hand_is_imputed
runs,batter_is_switch,batter_handedness,True,True,True,True,0.0,0.0,0.0,0.0,batter_hand_is_imputed
runs,current_hit_streak,rolling_windows,True,True,True,True,11.1,8.7,8.7,2.4,
runs,current_miss_streak,rolling_windows,True,True,True,True,88.9,91.3,91.3,-2.4,
runs,cv_l10,rolling_windows,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,cv_l5,rolling_windows,True,True,True,True,74.1,78.3,78.3,-4.2,
runs,ewma_l10,rolling_windows,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,ewma_l20,rolling_windows,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,ewma_l5,rolling_windows,True,True,True,True,74.1,78.3,78.3,-4.2,
runs,ewma_trend,rolling_windows,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,expected_pa_is_imputed,workload,True,True,True,True,3.7,4.3,4.3,-0.6,
runs,expected_pa_l10,workload,True,True,True,True,100.0,100.0,100.0,0.0,
runs,hit_rate_l10,rolling_windows,True,True,True,True,29.6,30.4,30.4,-0.8,
runs,hit_rate_l5,rolling_windows,True,True,True,True,25.9,26.1,26.1,-0.2,
runs,home_avg,other,True,True,True,True,0.0,0.0,0.0,0.0,
runs,home_away_split,other,True,True,True,True,0.0,0.0,0.0,0.0,
runs,home_away_split_is_imputed,other,True,True,True,True,100.0,100.0,100.0,0.0,
runs,home_hr_split,other,True,True,True,True,0.0,0.0,0.0,0.0,
runs,home_runs_split,other,True,True,True,True,0.0,0.0,0.0,0.0,
runs,l10_avg,rolling_windows,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,l10_max,rolling_windows,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,l10_median,rolling_windows,True,True,True,True,11.1,13.0,13.0,-1.9,
runs,l10_min,rolling_windows,True,True,True,True,0.0,0.0,0.0,0.0,
runs,l20_avg,rolling_windows,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,l3_avg,rolling_windows,True,True,True,True,59.3,65.2,65.2,-6.0,
runs,l5_avg,rolling_windows,True,True,True,True,74.1,78.3,78.3,-4.2,
runs,l5_max,rolling_windows,True,True,True,True,74.1,78.3,78.3,-4.2,
runs,l5_median,rolling_windows,True,True,True,True,18.5,26.1,26.1,-7.6,
runs,l5_min,rolling_windows,True,True,True,True,0.0,0.0,0.0,0.0,
runs,line,other,True,True,True,True,100.0,100.0,100.0,0.0,
runs,line_difficulty,market_alignment,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,line_vs_ewma,other,True,True,True,True,100.0,100.0,100.0,0.0,
runs,line_vs_l10,other,True,True,True,True,100.0,100.0,100.0,0.0,
runs,line_vs_l5,other,True,True,True,True,100.0,100.0,100.0,0.0,
runs,line_vs_median,other,True,True,True,True,100.0,100.0,100.0,0.0,
runs,matchup_is_imputed,other,True,True,True,True,100.0,100.0,100.0,0.0,
runs,opp_k_rate,other,True,True,True,True,100.0,100.0,100.0,0.0,
runs,opp_pitcher_bb_rate_14d,opp_pitcher_quality,True,True,True,True,0.0,0.0,0.0,0.0,opp_pitcher_quality_is_imputed
runs,opp_pitcher_k_rate_14d,opp_pitcher_quality,True,True,True,True,0.0,0.0,0.0,0.0,opp_pitcher_quality_is_imputed
runs,opp_pitcher_quality_is_imputed,opp_pitcher_quality,True,True,True,True,100.0,100.0,100.0,0.0,
runs,opp_pitcher_throws_is_imputed,opp_pitcher_quality,True,True,True,True,0.0,100.0,0.0,-100.0,
runs,opp_pitcher_throws_l,opp_pitcher_quality,True,True,True,True,0.0,0.0,0.0,0.0,opp_pitcher_quality_is_imputed
runs,opp_pitcher_throws_r,opp_pitcher_quality,True,True,True,True,100.0,0.0,100.0,100.0,opp_pitcher_quality_is_imputed
runs,opp_pitcher_xwoba_allowed_14d,opp_pitcher_quality,True,True,True,True,0.0,0.0,0.0,0.0,opp_pitcher_quality_is_imputed
runs,opposite_hand_matchup,matchup_interaction,True,True,True,True,0.0,0.0,0.0,0.0,
runs,pa_b_pa14_avg_exit_velocity,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa14_avg_launch_angle,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa14_barrel_rate,pa_batter,True,True,True,True,7.4,0.0,8.7,7.4,pa_batter_is_imputed
runs,pa_b_pa14_bb_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa14_contact_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa14_hard_hit_rate,pa_batter,True,True,True,True,18.5,0.0,21.7,18.5,pa_batter_is_imputed
runs,pa_b_pa14_k_rate,pa_batter,True,True,True,True,18.5,0.0,21.7,18.5,pa_batter_is_imputed
runs,pa_b_pa14_plate_appearances,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa14_sweet_spot_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa14_wOBA,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa14_whiff_rate,pa_batter,True,True,True,True,18.5,0.0,21.7,18.5,pa_batter_is_imputed
runs,pa_b_pa14_xwOBA,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_avg_exit_velocity,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_avg_launch_angle,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_barrel_rate,pa_batter,True,True,True,True,11.1,0.0,13.0,11.1,pa_batter_is_imputed
runs,pa_b_pa30_bb_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_contact_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_hard_hit_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_k_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_plate_appearances,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_sweet_spot_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_wOBA,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_whiff_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa30_xwOBA,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa7_avg_exit_velocity,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa7_avg_launch_angle,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa7_barrel_rate,pa_batter,True,True,True,True,3.7,0.0,4.3,3.7,pa_batter_is_imputed
runs,pa_b_pa7_bb_rate,pa_batter,True,True,True,True,18.5,0.0,21.7,18.5,pa_batter_is_imputed
runs,pa_b_pa7_contact_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa7_hard_hit_rate,pa_batter,True,True,True,True,14.8,0.0,17.4,14.8,pa_batter_is_imputed
runs,pa_b_pa7_k_rate,pa_batter,True,True,True,True,18.5,0.0,21.7,18.5,pa_batter_is_imputed
runs,pa_b_pa7_plate_appearances,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa7_sweet_spot_rate,pa_batter,True,True,True,True,18.5,0.0,21.7,18.5,pa_batter_is_imputed
runs,pa_b_pa7_wOBA,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa7_whiff_rate,pa_batter,True,True,True,True,18.5,0.0,21.7,18.5,pa_batter_is_imputed
runs,pa_b_pa7_xwOBA,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_avg_exit_velocity,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_avg_launch_angle,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_barrel_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_bb_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_contact_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_hard_hit_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_k_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_plate_appearances,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_sweet_spot_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_wOBA,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_whiff_rate,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_b_pa_season_xwOBA,pa_batter,True,True,True,True,22.2,0.0,26.1,22.2,pa_batter_is_imputed
runs,pa_batter_is_imputed,pa_batter,True,True,True,True,77.8,100.0,73.9,-22.2,
runs,pa_p_pa14_barrel_allowed_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa14_bb_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa14_hard_hit_allowed_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa14_k_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa14_plate_appearances,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa14_wOBA_allowed,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa14_whiff_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa14_xwOBA_allowed,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa30_barrel_allowed_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa30_bb_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa30_hard_hit_allowed_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa30_k_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa30_plate_appearances,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa30_wOBA_allowed,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa30_whiff_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa30_xwOBA_allowed,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa_season_barrel_allowed_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa_season_bb_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa_season_hard_hit_allowed_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa_season_k_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa_season_plate_appearances,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa_season_wOBA_allowed,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa_season_whiff_rate,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_p_pa_season_xwOBA_allowed,pa_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,pa_pitcher_is_imputed
runs,pa_pitcher_is_imputed,pa_pitcher,True,True,True,True,100.0,100.0,100.0,0.0,
runs,park_factor,environment_park,True,True,True,True,100.0,100.0,100.0,0.0,
runs,park_factor_is_imputed,environment_park,True,True,True,True,0.0,0.0,0.0,0.0,
runs,park_hits_factor,environment_park,True,True,True,True,100.0,100.0,100.0,0.0,
runs,park_hr_factor,environment_park,True,True,True,True,100.0,100.0,100.0,0.0,
runs,park_k_factor,environment_park,True,True,True,True,100.0,100.0,100.0,0.0,
runs,park_runs_factor,environment_park,True,True,True,True,100.0,100.0,100.0,0.0,
runs,park_tb_factor,environment_park,True,True,True,True,100.0,100.0,100.0,0.0,
runs,platoon_avg_split,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,platoon_k_split,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,platoon_split_is_imputed,platoon_splits,True,True,True,True,88.9,87.0,87.0,1.9,
runs,range_l10,rolling_windows,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,range_l5,rolling_windows,True,True,True,True,74.1,78.3,78.3,-4.2,
runs,same_hand_matchup,matchup_interaction,True,True,True,True,0.0,0.0,0.0,0.0,
runs,sc_b_r14_avg_exit_velocity,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_avg_launch_angle,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_barrel_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_contact_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_hard_hit_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_k_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_plate_appearances,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_sweet_spot_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_wOBA,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_whiff_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r14_xwOBA,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_avg_exit_velocity,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_avg_launch_angle,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_barrel_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_contact_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_hard_hit_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_k_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_plate_appearances,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_sweet_spot_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_wOBA,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_whiff_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r30_xwOBA,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_avg_exit_velocity,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_avg_launch_angle,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_barrel_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_contact_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_hard_hit_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_k_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_plate_appearances,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_sweet_spot_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_wOBA,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_whiff_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_r7_xwOBA,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_avg_exit_velocity,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_avg_launch_angle,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_barrel_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_contact_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_hard_hit_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_k_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_plate_appearances,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_sweet_spot_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_wOBA,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_whiff_rate,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_b_season_xwOBA,statcast_batter,True,True,True,True,22.2,26.1,26.1,-3.9,sc_batter_is_imputed
runs,sc_batter_is_imputed,other,True,True,True,True,77.8,73.9,73.9,3.9,
runs,sc_p_r14_barrel_allowed_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r14_bb_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r14_hard_hit_allowed_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r14_k_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r14_plate_appearances,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r14_wOBA_allowed,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r14_xwOBA_allowed,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r30_barrel_allowed_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r30_bb_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r30_hard_hit_allowed_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r30_k_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r30_plate_appearances,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r30_wOBA_allowed,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_r30_xwOBA_allowed,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_season_barrel_allowed_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_season_bb_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_season_hard_hit_allowed_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_season_k_rate,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_season_plate_appearances,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_season_wOBA_allowed,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_p_season_xwOBA_allowed,statcast_pitcher,True,True,True,True,0.0,0.0,0.0,0.0,sc_pitcher_is_imputed
runs,sc_pitcher_is_imputed,other,True,True,True,True,100.0,100.0,100.0,0.0,
runs,std_dev_l10,rolling_windows,True,True,True,True,81.5,87.0,87.0,-5.5,
runs,std_dev_l5,rolling_windows,True,True,True,True,74.1,78.3,78.3,-4.2,
runs,vs_lhp_ab,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_lhp_avg,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_lhp_bb,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_lhp_hits,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_lhp_hr,platoon_splits,True,True,True,True,7.4,8.7,8.7,-1.3,platoon_split_is_imputed
runs,vs_lhp_is_imputed,platoon_splits,True,True,True,True,88.9,87.0,87.0,1.9,
runs,vs_lhp_k,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_lhp_k_rate,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_lhp_obp,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_rhp_ab,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_rhp_avg,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_rhp_bb,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_rhp_hits,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_rhp_hr,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_rhp_is_imputed,platoon_splits,True,True,True,True,88.9,87.0,87.0,1.9,
runs,vs_rhp_k,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_rhp_k_rate,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,vs_rhp_obp,platoon_splits,True,True,True,True,11.1,13.0,13.0,-1.9,platoon_split_is_imputed
runs,lineup_barrel_rate_14d,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_bb_rate_14d,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_handedness_is_imputed,opposing_lineup,False,True,True,True,100.0,100.0,100.0,0.0,
runs,lineup_hard_hit_rate_14d,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_k_rate_14d,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_opposite_hand_count,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_pct_opposite_hand,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_pct_same_hand,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_same_hand_count,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_size,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_size_is_imputed,opposing_lineup,False,True,True,True,100.0,100.0,100.0,0.0,
runs,lineup_strength_is_imputed,opposing_lineup,False,True,True,True,100.0,100.0,100.0,0.0,
runs,lineup_woba_14d,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,lineup_xwoba_14d,opposing_lineup,False,True,True,True,0.0,0.0,0.0,0.0,
runs,matchup_exposure_is_imputed,other,False,True,True,True,100.0,100.0,100.0,0.0,
runs,pct_lhh,other,False,True,True,True,0.0,0.0,0.0,0.0,
runs,pct_rhh,other,False,True,True,True,0.0,0.0,0.0,0.0,
runs,pct_switch,other,False,True,True,True,0.0,0.0,0.0,0.0,
runs,projected_lhh_count,other,False,True,True,True,0.0,0.0,0.0,0.0,
runs,projected_rhh_count,other,False,True,True,True,0.0,0.0,0.0,0.0,
runs,projected_switch_count,other,False,True,True,True,0.0,0.0,0.0,0.0,
rbis,away_avg,other,True,True,True,True,0.0,0.0,0.0,0.0,
rbis,batter_hand_is_imputed,batter_handedness,True,True,True,True,100.0,100.0,100.0,0.0,
